,ts_ext,row,col
1063,39100175,63,417
1064,39104141,334,123
1065,39104148,334,124
1066,39124467,214,291
1067,39124565,198,257
1068,39128736,81,242
1069,39145122,127,426
1070,39165602,337,179
1071,39206843,349,1
1072,39295538,188,236
1073,39307952,289,349
1074,39308111,302,445
1075,39308146,302,445
1076,39320455,315,156
1077,39320468,223,264
1078,39320716,201,79
1079,39320831,334,96
1080,39328937,356,109
1081,39328942,356,110
1082,39336892,139,226
1083,39349161,124,194
1084,39370101,391,351
1085,39503941,156,0
1086,39519850,109,329
1087,39519897,109,329
1088,39523894,55,87
1089,39523902,55,88
1090,39528337,90,305
1091,39528370,117,384
1092,39528397,117,384
1093,39545223,20,124
1094,39556817,95,29
1095,39565429,304,147
1096,39703561,25,144
1097,39703589,25,144
1098,39703590,25,143
1099,39703881,184,93
1100,39707116,365,157
1101,39707656,109,329
1102,39707698,109,329
1103,39720191,358,151
1104,39740279,321,170
1105,39752809,282,453
1106,39761219,316,404
1107,39761220,283,386
1108,39761222,283,385
1109,39761229,316,404
1110,39862297,352,46
1111,39890959,47,358
1112,39890975,65,408
1113,39910964,411,478
1114,39911952,114,76
1115,39911979,114,76
1116,39919445,371,428
1117,39919482,371,428
1118,39940253,231,157
1119,39940364,157,140
1120,40060349,306,98
1121,40094729,109,329
1122,40094789,109,329
1123,40095241,155,141
1124,40098723,323,286
1125,40111159,137,291
1126,40111191,137,291
1127,40111195,137,292
1128,40115333,304,202
1129,40119686,365,288
1130,40119710,365,288
1131,40128373,406,102
1132,40128861,306,98
1133,40136065,261,372
1134,40140152,138,150
1135,40144284,176,297
1136,40148660,197,246
1137,40156620,16,53
1138,40156621,16,54
1139,40270116,306,94
1140,40286125,342,311
1141,40286807,329,93
1142,40286830,328,93
1143,40286830,329,93
1144,40286856,328,93
1145,40286986,80,102
1146,40311556,8,94
1147,40315209,118,251
1148,40315210,118,252
1149,40315317,112,295
1150,40323702,273,353
1151,40327754,232,315
1152,40327755,232,316
1153,40327802,232,315
1154,40335577,221,467
1155,40335788,130,354
1156,40339693,77,108
1157,40339730,77,108
1158,40470212,238,41
1159,40474064,195,417
1160,40486331,63,284
1161,40486634,349,105
1162,40490237,233,274
1163,40498382,285,311
1164,40503193,285,174
1165,40503196,285,173
1166,40503278,352,23
1167,40510811,93,404
1168,40511002,65,293
1169,40523012,221,62
1170,40527590,170,307
1171,40530977,403,47
1172,40535293,306,98
1173,40599634,306,98
1174,40661131,385,279
1175,40711001,72,295
1176,40890476,25,437
1177,40898306,109,329
1178,40898312,140,337
1179,40906547,29,275
1180,40906576,29,275
1181,40918616,392,462
1182,40923131,117,221
1183,40964018,87,16
1184,41060848,391,206
1185,41061422,188,19
1186,41073536,298,402
1187,41073544,298,401
1188,41081128,9,111
1189,41089314,120,89
1190,41110111,313,479
1191,41114605,305,177
1192,41114612,305,178
1193,41114757,256,285
1194,41256651,109,329
1195,41256663,109,329
1196,41264992,188,273
1197,41269471,194,112
1198,41281910,28,357
1199,41285598,238,246
1200,41285628,238,246
1201,41285795,196,234
1202,41289273,347,97
1203,41289300,347,97
1204,41290077,79,468
1205,41290079,79,467
1206,41297876,353,289
1207,41314340,100,206
1208,41444117,391,60
1209,41461116,88,98
1210,41485679,136,210
1211,41493609,263,401
1212,41497497,67,137
1213,41513976,268,93
1214,41521985,165,12
1215,41539012,348,60
1216,41656387,247,457
1217,41656478,167,405
1218,41664267,363,173
1219,41676842,12,332
1220,41676864,109,329
1221,41676938,109,329
1222,41684994,163,368
1223,41693482,137,368
1224,41693764,324,218
1225,41694115,356,138
1226,41697306,280,178
1227,41701826,232,292
1228,41705458,209,39
1229,41864620,166,437
1230,41868822,172,218
1231,41881128,400,424
1232,41884934,109,329
1233,41885021,202,245
1234,41885126,102,273
1235,41889403,297,364
1236,41905521,317,93
1237,42035383,227,59
1238,42035408,227,59
1239,42035409,132,58
1240,42035702,235,30
1241,42035737,235,30
1242,42035740,235,29
1243,42060769,397,23
1244,42068382,45,274
1245,42068394,45,274
1246,42076634,225,368
1247,42076802,109,329
1248,42076838,109,329
1249,42084900,355,297
1250,42084927,355,297
1251,42085041,353,212
1252,42085076,353,212
1253,42085077,353,211
1254,42101255,403,367
1255,42101712,342,236
1256,42101742,342,235
1257,42101747,342,236
1258,42235419,228,59
1259,42243575,206,159
1260,42243745,137,55
1261,42247721,178,453
1262,42247725,178,454
1263,42259778,390,320
1264,42264052,172,277
1265,42264086,172,277
1266,42267887,272,379
1267,42267888,272,380
1268,42301239,76,382
1269,42464080,114,450
1270,42468044,196,250
1271,42468299,321,226
1272,42480069,394,80
1273,42508768,31,457
1274,42508795,31,458
1275,42508796,31,457
1276,42622565,79,440
1277,42622662,159,462
1278,42622698,159,462
1279,42622700,159,461
1280,42634839,307,130
1281,42634858,307,130
1282,42634868,307,130
1283,42634932,307,130
1284,42643029,339,304
1285,42643056,339,304
1286,42647433,109,329
1287,42647480,109,329
1288,42647541,164,439
1289,42676046,213,397
1290,42684287,109,329
1291,42692516,87,340
1292,42692517,87,339
1293,42704717,273,74
1294,42704746,273,73
1295,42704753,273,74
1296,42713224,330,138
1297,42810132,0,3
1298,42851379,206,125
1299,42859840,335,153
1300,42859870,335,153
1301,42859967,351,81
1302,42871765,234,264
1303,42871796,51,212
1304,42871818,51,212
1305,42871865,51,212
1306,42871874,67,282
1307,42876069,308,285
1308,42876230,282,61
1309,42879751,386,113
1310,42884222,267,315
1311,42896187,14,36
1312,42904261,194,32
1313,42904510,108,1
1314,43018447,356,75
1315,43018447,357,75
1316,43026116,322,192
1317,43043101,232,70
1318,43046449,54,155
1319,43051031,80,271
1320,43059725,34,67
1321,43071329,38,82
1322,43072201,390,375
1323,43075621,2,403
1324,43075658,195,375
1325,43075694,195,375
1326,43075696,195,376
1327,43100494,19,425
1328,43104651,354,24
1329,43135111,306,98
1330,43209371,100,228
1331,43230247,290,332
1332,43230248,109,329
1333,43234568,197,129
1334,43243175,315,30
1335,43254547,301,53
1336,43254589,301,53
1337,43254653,218,195
1338,43267299,223,392
1339,43271131,277,39
1340,43271756,55,304
1341,43279093,290,3
1342,43283925,335,337
1343,43287878,51,123
1344,43295784,98,4
1345,43401275,305,109
1346,43417708,359,181
1347,43418059,43,19
1348,43422126,270,425
1349,43434012,367,214
1350,43437847,12,171
1351,43438361,109,329
1352,43463500,409,319
1353,43475573,306,98
1354,43475720,84,203
1355,43479508,246,128
1356,43479556,316,151
1357,43495879,361,71
1358,43604997,342,256
1359,43629584,333,256
1360,43629645,333,256
